file_path,line_number,type,severity,description
eecs4313group4_ponyorm:pony/flask/example/templates/index.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <html> tag.
eecs4313group4_ponyorm:pony/flask/example/templates/index.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
eecs4313group4_ponyorm:pony/flask/example/templates/login.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <html> tag.
eecs4313group4_ponyorm:pony/flask/example/templates/login.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
eecs4313group4_ponyorm:pony/flask/example/templates/reg.html,1,BUG,MEDIUM,Insert a <!DOCTYPE> declaration to before this <html> tag.
eecs4313group4_ponyorm:pony/flask/example/templates/reg.html,1,BUG,MEDIUM,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
eecs4313group4_ponyorm:pony/orm/core.py,880,BUG,MEDIUM,Fix this attribute access on a value that can be 'None'.
eecs4313group4_ponyorm:pony/orm/core.py,2270,BUG,MEDIUM,Fix this attribute access on a value that can be 'None'.
eecs4313group4_ponyorm:pony/orm/core.py,2288,BUG,MEDIUM,Fix this attribute access on a value that can be 'None'.
eecs4313group4_ponyorm:pony/orm/core.py,3985,BUG,HIGH,Return an object complying with iterator protocol.
eecs4313group4_ponyorm:pony/orm/core.py,4817,BUG,MEDIUM,Fix this attribute access on a value that can be 'None'.
eecs4313group4_ponyorm:pony/orm/core.py,6333,BUG,HIGH,Return an object complying with iterator protocol.
eecs4313group4_ponyorm:pony/orm/dbapiprovider.py,197,BUG,HIGH,Fix this access on a collection that may trigger an 'IndexError'.
eecs4313group4_ponyorm:pony/orm/dbproviders/sqlite.py,37,BUG,LOW,Introduce a new variable or use its initial value before reassigning 'translator'.
eecs4313group4_ponyorm:pony/orm/sqlbuilding.py,332,BUG,HIGH,Fix this access on a collection that may trigger an 'IndexError'.
eecs4313group4_ponyorm:pony/orm/sqlbuilding.py,342,BUG,HIGH,Fix this access on a collection that may trigger an 'IndexError'.
eecs4313group4_ponyorm:pony/orm/sqltranslation.py,2186,BUG,MEDIUM,Fix this attribute access on a value that can be 'None'.
eecs4313group4_ponyorm:pony/orm/sqltranslation.py,2231,BUG,LOW,Introduce a new variable or use its initial value before reassigning 'sqlquery'.
eecs4313group4_ponyorm:pony/orm/sqltranslation.py,2545,BUG,MEDIUM,Change this condition so that it does not always evaluate to false; some subsequent code is never executed.
eecs4313group4_ponyorm:pony/orm/tests/fixtures.py,195,BUG,HIGH,Remove this return value.
eecs4313group4_ponyorm:pony/orm/tests/fixtures.py,495,BUG,HIGH,Change this code so that it raises an object deriving from BaseException.
eecs4313group4_ponyorm:pony/orm/tests/fixtures.py,497,BUG,HIGH,Change this code so that it raises an object deriving from BaseException.
eecs4313group4_ponyorm:pony/orm/tests/test_core_multiset.py,129,BUG,MEDIUM,"Correct one of the identical sub-expressions on both sides of operator ""!=""."
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,62,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,76,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,90,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,104,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,118,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,146,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,163,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,180,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,197,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,214,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,239,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,351,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,360,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
